warehouse,date,orders,holiday_name,holiday,shutdown,mini_shutdown,shops_closed,winter_school_holidays,school_holidays,blackout,mov_change,frankfurt_shutdown,precipitation,snow,user_activity_1,user_activity_2,id,warehouse_limited,warehouse_Brno_1,warehouse_Budapest_1,warehouse_Frankfurt_1,warehouse_Munich_1,warehouse_Prague_1,warehouse_Prague_2,warehouse_Prague_3,holiday_name_1848 Revolution Memorial Day (Extra holiday),holiday_name_2nd Christmas Day,holiday_name_All Saints' Day Holiday,holiday_name_Christmas Eve,holiday_name_Cyrila a Metodej,holiday_name_Day of National Unity,holiday_name_Den boje za svobodu a demokracii,holiday_name_Den ceske statnosti,holiday_name_Den osvobozeni,holiday_name_Den vzniku samostatneho ceskoslovenskeho statu,holiday_name_Easter Monday,holiday_name_Good Friday,holiday_name_Independent Hungary Day,holiday_name_International womens day,holiday_name_Jan Hus,holiday_name_Labour Day,holiday_name_Memorial Day for the Martyrs of Arad,holiday_name_Memorial Day for the Victims of the Communist Dictatorships,holiday_name_Memorial Day for the Victims of the Holocaust,holiday_name_Memorial Day of the Republic,holiday_name_National Defense Day,holiday_name_New Years Day,holiday_name_Peace Festival in Augsburg,holiday_name_Reformation Day
Prague_1,2020-12-31,0.3140238630468615,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.40135363790186124,0.6769989993632313,Prague_1_2020-12-31,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prague_1,2021-01-01,0.170845581877918,New Years Day,1,0,0,1,0,0,0,0.0,0,0.0,0.0,0.3844331641285956,0.6721322659874467,Prague_1_2021-01-01,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Prague_1,2021-01-02,0.3321805291371261,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.4142131979695432,0.6711543709633403,Prague_1_2021-01-02,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prague_1,2021-01-03,0.3487809095625108,,0,0,0,0,0,0,0,0.0,0,0.0125,0.0,0.4037225042301184,0.6710179204948603,Prague_1_2021-01-03,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prague_1,2021-01-04,0.41466366937575655,,0,0,0,0,0,0,0,0.0,0,0.00375,0.0,0.4203045685279188,0.6732011279905394,Prague_1_2021-01-04,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prague_1,2021-01-05,0.3848060406939881,,0,0,0,0,0,0,0,0.0,0,0.06999999999999999,0.05040322580645162,0.43214890016920476,0.6761348130628582,Prague_1_2021-01-05,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prague_1,2021-01-06,0.38226987146233216,,0,0,0,0,0,0,0,0.0,0,0.00625,0.10080645161290323,0.43113367174280876,0.6786818884744839,Prague_1_2021-01-06,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prague_1,2021-01-07,0.396507003285492,,0,0,0,0,0,0,0,0.0,0,0.11750000000000001,0.40322580645161293,0.44467005076142135,0.6817292822705359,Prague_1_2021-01-07,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prague_1,2021-01-08,0.42037005014698253,,0,0,0,0,0,0,0,0.0,0,0.0,0.3024193548387097,0.4284263959390863,0.6833212044028019,Prague_1_2021-01-08,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prague_1,2021-01-09,0.3899360193671105,,0,0,0,0,0,0,0,0.0,0,0.00375,0.20161290322580647,0.43451776649746193,0.6847766760665879,Prague_1_2021-01-09,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prague_1,2021-01-10,0.38301919418986685,,0,0,0,0,0,0,0,0.0,0,0.010000000000000002,0.20161290322580647,0.4372250423011845,0.6865732739015737,Prague_1_2021-01-10,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prague_1,2021-01-11,0.40209810363709725,,0,0,0,0,0,0,0,0.0,0,0.0,0.20161290322580647,0.4263959390862944,0.6890521240789593,Prague_1_2021-01-11,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prague_1,2021-01-12,0.40717044210040926,,0,0,0,0,0,0,0,0.0,0,0.49875,0.20161290322580647,0.43417935702199667,0.6926908032384245,Prague_1_2021-01-12,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prague_1,2021-01-13,0.3999077756643034,,0,0,0,0,0,0,0,0.0,0,0.018750000000000003,0.20161290322580647,0.4297800338409476,0.6952833621395433,Prague_1_2021-01-13,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prague_1,2021-01-14,0.4082656060868062,,0,0,0,0,0,0,0,0.0,0,0.01625,0.3528225806451613,0.4439932318104907,0.6966933503138362,Prague_1_2021-01-14,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prague_1,2021-01-15,0.4265951928065018,,0,0,0,0,0,0,0,0.0,0,0.0,0.5040322580645161,0.42808798646362095,0.6968070590375695,Prague_1_2021-01-15,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prague_1,2021-01-16,0.3959882413971987,,0,0,0,0,0,0,0,0.0,0,0.0125,0.7056451612903226,0.4419627749576988,0.6968525425270626,Prague_1_2021-01-16,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prague_1,2021-01-17,0.37823505677560665,,0,0,0,0,0,0,0,0.0,0,1.0,0.5040322580645161,0.4138747884940778,0.6954652960975167,Prague_1_2021-01-17,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prague_1,2021-01-18,0.42780563721251946,,0,0,0,0,0,0,0,0.0,0,0.00375,0.40322580645161293,0.444331641285956,0.6957609387792232,Prague_1_2021-01-18,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prague_1,2021-01-19,0.4151824312640498,,0,0,0,0,0,0,0,0.0,0,0.00375,0.3528225806451613,0.4236886632825719,0.6961930319294096,Prague_1_2021-01-19,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prague_1,2021-01-20,0.396507003285492,,0,0,0,0,0,0,0,0.0,0,0.00625,0.20161290322580647,0.42199661590524534,0.6932820886018376,Prague_1_2021-01-20,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prague_1,2021-01-21,0.40999481238111707,,0,0,0,0,0,0,0,0.0,0,0.0,0.05040322580645162,0.4223350253807107,0.6900527608478122,Prague_1_2021-01-21,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prague_1,2021-01-22,0.4438872557496109,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.42605752961082916,0.686823433093787,Prague_1_2021-01-22,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prague_1,2021-01-23,0.4067093204219263,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.42199661590524534,0.690666787955972,Prague_1_2021-01-23,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prague_1,2021-01-24,0.3778892155167445,,0,0,0,0,0,0,0,0.0,0,0.03125,0.05040322580645162,0.41150592216582066,0.6987401073410353,Prague_1_2021-01-24,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prague_1,2021-01-25,0.40267450573520086,,0,0,0,0,0,0,0,0.0,0,0.0125,0.10080645161290323,0.40947546531302875,0.6962157736741563,Prague_1_2021-01-25,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prague_1,2021-01-26,0.400311257132976,,0,0,0,0,0,0,0,0.0,0,0.0,0.15120967741935484,0.4257191201353638,0.698489948148822,Prague_1_2021-01-26,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prague_1,2021-01-27,0.3902818606259727,,0,0,0,0,0,0,0,0.0,0,0.022500000000000003,0.20161290322580647,0.4138747884940778,0.6982397889566088,Prague_1_2021-01-27,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prague_1,2021-01-28,0.4072280823102196,,0,0,0,0,0,0,0,0.0,0,0.00375,0.10080645161290323,0.4182741116751269,0.6980805967433821,Prague_1_2021-01-28,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prague_1,2021-01-29,0.43109112917171016,,0,0,0,0,0,0,0,0.0,0,0.1075,0.0,0.41692047377326563,0.6984672064040753,Prague_1_2021-01-29,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prague_1,2021-01-30,0.4220992564412934,,0,0,0,0,0,0,0,0.0,0,0.10500000000000001,0.05040322580645162,0.43113367174280876,0.7012189575184209,Prague_1_2021-01-30,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prague_1,2021-01-31,0.3656694910369474,,0,0,0,0,0,0,0,0.0,0,0.0125,0.05040322580645162,0.4101522842639594,0.7049258619121259,Prague_1_2021-01-31,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prague_1,2021-02-01,0.38855265433166175,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.4060913705583757,0.7069043937050852,Prague_1_2021-02-01,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prague_1,2021-02-02,0.3969104847541645,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.42605752961082916,0.7088829254980442,Prague_1_2021-02-02,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prague_1,2021-02-03,0.40480719349818434,,0,0,0,0,0,0,0,0.0,0,0.00625,0.0,0.43248730964467,0.7099745292458837,Prague_1_2021-02-03,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
